Neighbourhood,Neighbourhood Number,Gender,Characteristic,Year,Value,Ward
Westview Village,4620,Men+,Average age of the population,2021,44.9,Nakota Isga Ward
Westview Village,4620,Men+,Median age of the population,2021,46,Nakota Isga Ward
Westview Village,4620,Total,Average age of the population,2021,45.7,Nakota Isga Ward
Westview Village,4620,Total,Median age of the population,2021,48.4,Nakota Isga Ward
Westview Village,4620,Women+,Average age of the population,2021,46.6,Nakota Isga Ward
Westview Village,4620,Women+,Median age of the population,2021,50.4,Nakota Isga Ward
Westwood,1250,Men+,Average age of the population,2021,39.9,O-day'min Ward
Westwood,1250,Men+,Median age of the population,2021,38.4,O-day'min Ward
Westwood,1250,Total,Average age of the population,2021,39,O-day'min Ward
Westwood,1250,Total,Median age of the population,2021,36.8,O-day'min Ward
Westwood,1250,Women+,Average age of the population,2021,37.9,O-day'min Ward
Westwood,1250,Women+,Median age of the population,2021,35.2,O-day'min Ward
Wild Rose,6790,Men+,Average age of the population,2021,36.8,Sspomitapi Ward
Wild Rose,6790,Men+,Median age of the population,2021,35.2,Sspomitapi Ward
Wild Rose,6790,Total,Average age of the population,2021,37.4,Sspomitapi Ward
Wild Rose,6790,Total,Median age of the population,2021,36.8,Sspomitapi Ward
Wild Rose,6790,Women+,Average age of the population,2021,37.9,Sspomitapi Ward
Wild Rose,6790,Women+,Median age of the population,2021,37.6,Sspomitapi Ward
Windermere,5570,Men+,Average age of the population,2021,33.5,pihêsiwin Ward
Windermere,5570,Men+,Median age of the population,2021,34.4,pihêsiwin Ward
Windermere,5570,Total,Average age of the population,2021,33.8,pihêsiwin Ward
Windermere,5570,Total,Median age of the population,2021,34.4,pihêsiwin Ward
Windermere,5570,Women+,Average age of the population,2021,34,pihêsiwin Ward
Windermere,5570,Women+,Median age of the population,2021,34.4,pihêsiwin Ward
Windsor Park,5580,Men+,Average age of the population,2021,40.9,papastew Ward
Windsor Park,5580,Men+,Median age of the population,2021,39.6,papastew Ward
Windsor Park,5580,Total,Average age of the population,2021,42.3,papastew Ward
Windsor Park,5580,Total,Median age of the population,2021,41.6,papastew Ward
Windsor Park,5580,Women+,Average age of the population,2021,43.8,papastew Ward
Windsor Park,5580,Women+,Median age of the population,2021,45.6,papastew Ward
Woodcroft,3450,Men+,Average age of the population,2021,42.5,Anirniq Ward
Woodcroft,3450,Men+,Median age of the population,2021,42,Anirniq Ward
Woodcroft,3450,Total,Average age of the population,2021,44.5,Anirniq Ward
Woodcroft,3450,Total,Median age of the population,2021,44,Anirniq Ward
Woodcroft,3450,Women+,Average age of the population,2021,46.4,Anirniq Ward
Woodcroft,3450,Women+,Median age of the population,2021,45.6,Anirniq Ward
York,2720,Men+,Average age of the population,2021,37.7,Dene Ward
York,2720,Men+,Median age of the population,2021,36.4,Dene Ward
York,2720,Total,Average age of the population,2021,38.4,Dene Ward
York,2720,Total,Median age of the population,2021,37.2,Dene Ward
York,2720,Women+,Average age of the population,2021,39.1,Dene Ward
York,2720,Women+,Median age of the population,2021,38,Dene Ward
